id,dataset_name,domain,store_name,split,category,prompt,response
ecs_0211,ecommerce_customer_support_assistant,e-commerce customer support,ShopSphere,train,damaged_item,"Hey support, The product I received has visible damage and I need a replacement or refund. I use your website often. I need support with this.",I am sorry the item arrived damaged. Please report the damage within 48 hours of delivery and upload clear photos or an unboxing video from My Orders so the case can be verified for a replacement or refund.
ecs_0212,ecommerce_customer_support_assistant,e-commerce customer support,ShopSphere,train,damaged_item,"Hi, The product I received has visible damage and I need a replacement or refund. This is my first order on your platform. I need support with this.",I am sorry the item arrived damaged. Please report the damage within 48 hours of delivery and upload clear photos or an unboxing video from My Orders so the case can be verified for a replacement or refund.
ecs_0213,ecommerce_customer_support_assistant,e-commerce customer support,ShopSphere,train,damaged_item,"Good evening, The product I received has visible damage and I need a replacement or refund. I use your website often. Please advise.","Damage issues must be reported within 48 hours of delivery from the order page. Please attach photos of the product and packaging, and include an unboxing video if available, so the request can be reviewed for refund or replacement."
ecs_0214,ecommerce_customer_support_assistant,e-commerce customer support,ShopSphere,train,damaged_item,"Hello, I opened my package and the electric kettle is damaged. How do I report this? Kindly guide me.",I am sorry the item arrived damaged. Please report the damage within 48 hours of delivery and upload clear photos or an unboxing video from My Orders so the case can be verified for a replacement or refund.
ecs_0215,ecommerce_customer_support_assistant,e-commerce customer support,ShopSphere,train,damaged_item,"Good morning, My power bank arrived damaged today. What should I do?","Damage issues must be reported within 48 hours of delivery from the order page. Please attach photos of the product and packaging, and include an unboxing video if available, so the request can be reviewed for refund or replacement."
ecs_0216,ecommerce_customer_support_assistant,e-commerce customer support,ShopSphere,train,damaged_item,My yoga mat arrived damaged today. I use your website often. Kindly guide me.,"Damage issues must be reported within 48 hours of delivery from the order page. Please attach photos of the product and packaging, and include an unboxing video if available, so the request can be reviewed for refund or replacement."
ecs_0217,ecommerce_customer_support_assistant,e-commerce customer support,ShopSphere,train,damaged_item,"Hi, I opened my package and the smartwatch is damaged. How do I report this? I am a first-time customer. What should I do?","Please open the order details page and submit a Damaged Item request within 48 hours of delivery. Clear product photos, package photos, and any unboxing video will help support process the replacement or refund faster."
ecs_0218,ecommerce_customer_support_assistant,e-commerce customer support,ShopSphere,train,damaged_item,The product I received has visible damage and I need a replacement or refund. This is my first order on your platform. Can you check this for me?,I am sorry the item arrived damaged. Please report the damage within 48 hours of delivery and upload clear photos or an unboxing video from My Orders so the case can be verified for a replacement or refund.
ecs_0219,ecommerce_customer_support_assistant,e-commerce customer support,ShopSphere,train,damaged_item,"Good evening, My gaming mouse arrived damaged today. Please help.","Please open the order details page and submit a Damaged Item request within 48 hours of delivery. Clear product photos, package photos, and any unboxing video will help support process the replacement or refund faster."
ecs_0220,ecommerce_customer_support_assistant,e-commerce customer support,ShopSphere,train,damaged_item,"Hey support, Order SS332022 was delivered, but the item is broken. I need support with this.",I am sorry the item arrived damaged. Please report the damage within 48 hours of delivery and upload clear photos or an unboxing video from My Orders so the case can be verified for a replacement or refund.
ecs_0221,ecommerce_customer_support_assistant,e-commerce customer support,ShopSphere,train,damaged_item,"Hey support, My power bank arrived damaged today. I order from your app regularly. Please help.",I am sorry the item arrived damaged. Please report the damage within 48 hours of delivery and upload clear photos or an unboxing video from My Orders so the case can be verified for a replacement or refund.
ecs_0222,ecommerce_customer_support_assistant,e-commerce customer support,ShopSphere,train,damaged_item,"Good morning, The product I received has visible damage and I need a replacement or refund. I am a first-time customer. Please help.","Damage issues must be reported within 48 hours of delivery from the order page. Please attach photos of the product and packaging, and include an unboxing video if available, so the request can be reviewed for refund or replacement."
ecs_0223,ecommerce_customer_support_assistant,e-commerce customer support,ShopSphere,train,damaged_item,"Hi, The product I received has visible damage and I need a replacement or refund. This is my first order on your platform. Please help.","Please open the order details page and submit a Damaged Item request within 48 hours of delivery. Clear product photos, package photos, and any unboxing video will help support process the replacement or refund faster."
ecs_0224,ecommerce_customer_support_assistant,e-commerce customer support,ShopSphere,train,damaged_item,"Good evening, Order SS498290 was delivered, but the item is broken. This is my first order on your platform. Kindly guide me.","Please open the order details page and submit a Damaged Item request within 48 hours of delivery. Clear product photos, package photos, and any unboxing video will help support process the replacement or refund faster."
ecs_0225,ecommerce_customer_support_assistant,e-commerce customer support,ShopSphere,train,damaged_item,"Hey support, The product I received has visible damage and I need a replacement or refund. What should I do?",I am sorry the item arrived damaged. Please report the damage within 48 hours of delivery and upload clear photos or an unboxing video from My Orders so the case can be verified for a replacement or refund.
ecs_0226,ecommerce_customer_support_assistant,e-commerce customer support,ShopSphere,train,damaged_item,"Good morning, My mechanical keyboard arrived damaged today. I am a first-time customer. What should I do?",I am sorry the item arrived damaged. Please report the damage within 48 hours of delivery and upload clear photos or an unboxing video from My Orders so the case can be verified for a replacement or refund.
ecs_0227,ecommerce_customer_support_assistant,e-commerce customer support,ShopSphere,train,damaged_item,"Hi, I opened my package and the USB-C charger is damaged. How do I report this? I use your website often. Please advise.","Please open the order details page and submit a Damaged Item request within 48 hours of delivery. Clear product photos, package photos, and any unboxing video will help support process the replacement or refund faster."
ecs_0228,ecommerce_customer_support_assistant,e-commerce customer support,ShopSphere,train,damaged_item,"Hello, My mechanical keyboard arrived damaged today. I order from your app regularly. Can you check this for me?","Please open the order details page and submit a Damaged Item request within 48 hours of delivery. Clear product photos, package photos, and any unboxing video will help support process the replacement or refund faster."
ecs_0229,ecommerce_customer_support_assistant,e-commerce customer support,ShopSphere,train,damaged_item,"Hey support, I opened my package and the running shoes is damaged. How do I report this? I am a first-time customer. Can you check this for me?","Please open the order details page and submit a Damaged Item request within 48 hours of delivery. Clear product photos, package photos, and any unboxing video will help support process the replacement or refund faster."
ecs_0230,ecommerce_customer_support_assistant,e-commerce customer support,ShopSphere,train,damaged_item,My smartwatch arrived damaged today. I am a first-time customer. Please help.,"Damage issues must be reported within 48 hours of delivery from the order page. Please attach photos of the product and packaging, and include an unboxing video if available, so the request can be reviewed for refund or replacement."
ecs_0231,ecommerce_customer_support_assistant,e-commerce customer support,ShopSphere,train,damaged_item,"Hey support, Order SS602681 was delivered, but the item is broken. I order from your app regularly. Please help.","Please open the order details page and submit a Damaged Item request within 48 hours of delivery. Clear product photos, package photos, and any unboxing video will help support process the replacement or refund faster."
ecs_0232,ecommerce_customer_support_assistant,e-commerce customer support,ShopSphere,train,damaged_item,"Good evening, The product I received has visible damage and I need a replacement or refund. I am a first-time customer. I need support with this.","Damage issues must be reported within 48 hours of delivery from the order page. Please attach photos of the product and packaging, and include an unboxing video if available, so the request can be reviewed for refund or replacement."
ecs_0241,ecommerce_customer_support_assistant,e-commerce customer support,ShopSphere,train,delayed_delivery,"Good morning, My shipment looks stuck in transit and the estimated delivery window has already passed. I need support with this.","I am sorry your order is delayed. Please check the latest tracking update first, and if the parcel is still not delivered 48 hours after the promised date, contact support with your order ID so the delay can be escalated."
ecs_0242,ecommerce_customer_support_assistant,e-commerce customer support,ShopSphere,train,delayed_delivery,My shipment looks stuck in transit and the promised delivery date was yesterday. I order from your app regularly. Can you check this for me?,"Please review the courier tracking page from My Orders for the latest scan. If the order remains undelivered for 48 hours beyond the expected date, contact support so the shipment can be investigated."
ecs_0243,ecommerce_customer_support_assistant,e-commerce customer support,ShopSphere,train,delayed_delivery,"Good morning, Order SS664365 has not arrived yet even though it was supposed to arrive today but there is still no delivery partner update. I am a first-time customer. Can you check this for me?","Please review the courier tracking page from My Orders for the latest scan. If the order remains undelivered for 48 hours beyond the expected date, contact support so the shipment can be investigated."
ecs_0244,ecommerce_customer_support_assistant,e-commerce customer support,ShopSphere,train,delayed_delivery,"Hello, My order for a air fryer is delayed and the estimated delivery window has already passed. I order from your app regularly. Please help.","A short delay can happen in transit, but the order should be escalated if it is still pending 48 hours after the promised delivery date. Please share the order ID with support if that happens."
ecs_0245,ecommerce_customer_support_assistant,e-commerce customer support,ShopSphere,train,delayed_delivery,"I was expecting my air fryer by now, but the parcel still has not arrived. I use your website often. Can you check this for me?","A short delay can happen in transit, but the order should be escalated if it is still pending 48 hours after the promised delivery date. Please share the order ID with support if that happens."
ecs_0246,ecommerce_customer_support_assistant,e-commerce customer support,ShopSphere,train,delayed_delivery,"Hello, Order SS197923 has not arrived yet even though it was supposed to arrive today but there is still no delivery partner update. I am a first-time customer. Please help.","I am sorry your order is delayed. Please check the latest tracking update first, and if the parcel is still not delivered 48 hours after the promised date, contact support with your order ID so the delay can be escalated."
ecs_0247,ecommerce_customer_support_assistant,e-commerce customer support,ShopSphere,train,delayed_delivery,"Good evening, My shipment looks stuck in transit and it was supposed to arrive today but there is still no delivery partner update. This is my first order on your platform. Kindly guide me.","A short delay can happen in transit, but the order should be escalated if it is still pending 48 hours after the promised delivery date. Please share the order ID with support if that happens."
ecs_0248,ecommerce_customer_support_assistant,e-commerce customer support,ShopSphere,train,delayed_delivery,"Hi, Order SS563638 has not arrived yet even though it was supposed to arrive today but there is still no delivery partner update. Please advise.","A short delay can happen in transit, but the order should be escalated if it is still pending 48 hours after the promised delivery date. Please share the order ID with support if that happens."
ecs_0249,ecommerce_customer_support_assistant,e-commerce customer support,ShopSphere,train,delayed_delivery,"Hey support, My shipment looks stuck in transit and the order is now later than the original delivery date. I use your website often. Please advise.","I am sorry your order is delayed. Please check the latest tracking update first, and if the parcel is still not delivered 48 hours after the promised date, contact support with your order ID so the delay can be escalated."
ecs_0250,ecommerce_customer_support_assistant,e-commerce customer support,ShopSphere,train,delayed_delivery,"Good morning, I was expecting my mechanical keyboard by now, but the parcel still has not arrived. I am a first-time customer. Can you check this for me?","A short delay can happen in transit, but the order should be escalated if it is still pending 48 hours after the promised delivery date. Please share the order ID with support if that happens."
ecs_0251,ecommerce_customer_support_assistant,e-commerce customer support,ShopSphere,train,delayed_delivery,"Good morning, I was expecting my smartwatch by now, but the parcel still has not arrived. I use your website often. Please advise.","Please review the courier tracking page from My Orders for the latest scan. If the order remains undelivered for 48 hours beyond the expected date, contact support so the shipment can be investigated."
ecs_0252,ecommerce_customer_support_assistant,e-commerce customer support,ShopSphere,train,delayed_delivery,"Good evening, I was expecting my running shoes by now, but the parcel still has not arrived. This is my first order on your platform. I need support with this.","Please review the courier tracking page from My Orders for the latest scan. If the order remains undelivered for 48 hours beyond the expected date, contact support so the shipment can be investigated."
ecs_0253,ecommerce_customer_support_assistant,e-commerce customer support,ShopSphere,train,delayed_delivery,My order for a air fryer is delayed and the promised delivery date was yesterday. I am a first-time customer. Please advise.,"A short delay can happen in transit, but the order should be escalated if it is still pending 48 hours after the promised delivery date. Please share the order ID with support if that happens."
ecs_0254,ecommerce_customer_support_assistant,e-commerce customer support,ShopSphere,train,delayed_delivery,"Good morning, Order SS980660 has not arrived yet even though the estimated delivery window has already passed. This is my first order on your platform. Please help.","Please review the courier tracking page from My Orders for the latest scan. If the order remains undelivered for 48 hours beyond the expected date, contact support so the shipment can be investigated."
ecs_0255,ecommerce_customer_support_assistant,e-commerce customer support,ShopSphere,train,delayed_delivery,"Hi, My shipment looks stuck in transit and the order is now later than the original delivery date. This is my first order on your platform. Please help.","Please review the courier tracking page from My Orders for the latest scan. If the order remains undelivered for 48 hours beyond the expected date, contact support so the shipment can be investigated."
ecs_0256,ecommerce_customer_support_assistant,e-commerce customer support,ShopSphere,train,delayed_delivery,My shipment looks stuck in transit and the order is now later than the original delivery date. This is my first order on your platform. I need support with this.,"Please review the courier tracking page from My Orders for the latest scan. If the order remains undelivered for 48 hours beyond the expected date, contact support so the shipment can be investigated."
ecs_0257,ecommerce_customer_support_assistant,e-commerce customer support,ShopSphere,train,delayed_delivery,"Hello, I was expecting my laptop backpack by now, but the parcel still has not arrived. I order from your app regularly. Please help.","Please review the courier tracking page from My Orders for the latest scan. If the order remains undelivered for 48 hours beyond the expected date, contact support so the shipment can be investigated."
ecs_0258,ecommerce_customer_support_assistant,e-commerce customer support,ShopSphere,train,delayed_delivery,"I was expecting my smartwatch by now, but the parcel still has not arrived. I am a first-time customer. Please help.","I am sorry your order is delayed. Please check the latest tracking update first, and if the parcel is still not delivered 48 hours after the promised date, contact support with your order ID so the delay can be escalated."
ecs_0259,ecommerce_customer_support_assistant,e-commerce customer support,ShopSphere,train,delayed_delivery,"Hello, My shipment looks stuck in transit and it was supposed to arrive today but there is still no delivery partner update. This is my first order on your platform. Kindly guide me.","I am sorry your order is delayed. Please check the latest tracking update first, and if the parcel is still not delivered 48 hours after the promised date, contact support with your order ID so the delay can be escalated."
ecs_0260,ecommerce_customer_support_assistant,e-commerce customer support,ShopSphere,train,delayed_delivery,"Good morning, My shipment looks stuck in transit and the promised delivery date was yesterday. I am a first-time customer. What should I do?","I am sorry your order is delayed. Please check the latest tracking update first, and if the parcel is still not delivered 48 hours after the promised date, contact support with your order ID so the delay can be escalated."
ecs_0261,ecommerce_customer_support_assistant,e-commerce customer support,ShopSphere,train,delayed_delivery,"Hi, Order SS941204 has not arrived yet even though it was supposed to arrive today but there is still no delivery partner update. I am a first-time customer. Can you check this for me?","A short delay can happen in transit, but the order should be escalated if it is still pending 48 hours after the promised delivery date. Please share the order ID with support if that happens."
ecs_0262,ecommerce_customer_support_assistant,e-commerce customer support,ShopSphere,train,delayed_delivery,"Good morning, Order SS878967 has not arrived yet even though it was supposed to arrive today but there is still no delivery partner update. Please advise.","A short delay can happen in transit, but the order should be escalated if it is still pending 48 hours after the promised delivery date. Please share the order ID with support if that happens."
ecs_0263,ecommerce_customer_support_assistant,e-commerce customer support,ShopSphere,train,delayed_delivery,"Hello, Order SS452161 has not arrived yet even though the estimated delivery window has already passed. I order from your app regularly. Can you check this for me?","I am sorry your order is delayed. Please check the latest tracking update first, and if the parcel is still not delivered 48 hours after the promised date, contact support with your order ID so the delay can be escalated."
ecs_0264,ecommerce_customer_support_assistant,e-commerce customer support,ShopSphere,train,delayed_delivery,"Good evening, Order SS587623 has not arrived yet even though the estimated delivery window has already passed. I am a first-time customer. Kindly guide me.","A short delay can happen in transit, but the order should be escalated if it is still pending 48 hours after the promised delivery date. Please share the order ID with support if that happens."
ecs_0265,ecommerce_customer_support_assistant,e-commerce customer support,ShopSphere,train,delayed_delivery,"Hello, I was expecting my skin care kit by now, but the parcel still has not arrived. I am a first-time customer. What should I do?","Please review the courier tracking page from My Orders for the latest scan. If the order remains undelivered for 48 hours beyond the expected date, contact support so the shipment can be investigated."
ecs_0266,ecommerce_customer_support_assistant,e-commerce customer support,ShopSphere,train,delayed_delivery,"Good morning, My shipment looks stuck in transit and the estimated delivery window has already passed. This is my first order on your platform. Kindly guide me.","Please review the courier tracking page from My Orders for the latest scan. If the order remains undelivered for 48 hours beyond the expected date, contact support so the shipment can be investigated."
ecs_0267,ecommerce_customer_support_assistant,e-commerce customer support,ShopSphere,train,delayed_delivery,"Good morning, My shipment looks stuck in transit and the promised delivery date was yesterday. Kindly guide me.","I am sorry your order is delayed. Please check the latest tracking update first, and if the parcel is still not delivered 48 hours after the promised date, contact support with your order ID so the delay can be escalated."
ecs_0268,ecommerce_customer_support_assistant,e-commerce customer support,ShopSphere,train,delayed_delivery,"Good evening, Order SS301158 has not arrived yet even though the order is now later than the original delivery date. I use your website often. Please advise.","A short delay can happen in transit, but the order should be escalated if it is still pending 48 hours after the promised delivery date. Please share the order ID with support if that happens."
ecs_0269,ecommerce_customer_support_assistant,e-commerce customer support,ShopSphere,train,delayed_delivery,"Good evening, My order for a USB-C charger is delayed and the order is now later than the original delivery date. This is my first order on your platform. What should I do?","Please review the courier tracking page from My Orders for the latest scan. If the order remains undelivered for 48 hours beyond the expected date, contact support so the shipment can be investigated."
ecs_0270,ecommerce_customer_support_assistant,e-commerce customer support,ShopSphere,train,delayed_delivery,"Hello, My order for a electric kettle is delayed and the order is now later than the original delivery date. What should I do?","Please review the courier tracking page from My Orders for the latest scan. If the order remains undelivered for 48 hours beyond the expected date, contact support so the shipment can be investigated."
ecs_0271,ecommerce_customer_support_assistant,e-commerce customer support,ShopSphere,train,delayed_delivery,"Hey support, Order SS128941 has not arrived yet even though the promised delivery date was yesterday. I am a first-time customer. Please help.","A short delay can happen in transit, but the order should be escalated if it is still pending 48 hours after the promised delivery date. Please share the order ID with support if that happens."
ecs_0272,ecommerce_customer_support_assistant,e-commerce customer support,ShopSphere,train,delayed_delivery,"Good evening, I was expecting my mechanical keyboard by now, but the parcel still has not arrived. Please help.","A short delay can happen in transit, but the order should be escalated if it is still pending 48 hours after the promised delivery date. Please share the order ID with support if that happens."
ecs_0281,ecommerce_customer_support_assistant,e-commerce customer support,ShopSphere,train,exchange_request,"Hi, Can you help me exchange order SS900961 for another variant of the same item? I am a first-time customer. Can you check this for me?","Please open the delivered order and check whether Exchange is available for that item. If the new variant is in stock, the exchange can be placed within 7 days of delivery, and if not, you can return the item instead."
ecs_0282,ecommerce_customer_support_assistant,e-commerce customer support,ShopSphere,train,exchange_request,I want to exchange my blue skin care kit for green. This is my first order on your platform. What should I do?,"Please open the delivered order and check whether Exchange is available for that item. If the new variant is in stock, the exchange can be placed within 7 days of delivery, and if not, you can return the item instead."
ecs_0283,ecommerce_customer_support_assistant,e-commerce customer support,ShopSphere,train,exchange_request,"Hey support, I ordered a laptop backpack in size UK 9, but I need size 128GB. Can I exchange it? I am a first-time customer. Kindly guide me.",You can request an exchange from My Orders within 7 days of delivery if exchange is available for that product. Exchanges are completed only when the requested size or color is in stock; otherwise you can return the item for a refund.
ecs_0284,ecommerce_customer_support_assistant,e-commerce customer support,ShopSphere,train,exchange_request,"Hey support, Can you help me exchange order SS214928 for another variant of the same item? I am a first-time customer. Kindly guide me.","Exchange requests are allowed within 7 days of delivery for eligible products and only when the requested variant is available. If the size or color is out of stock, please place a return request for a refund."
ecs_0285,ecommerce_customer_support_assistant,e-commerce customer support,ShopSphere,train,exchange_request,"Hello, I ordered a mechanical keyboard in size UK 7, but I need size UK 8. Can I exchange it? I am a first-time customer. Can you check this for me?","Please open the delivered order and check whether Exchange is available for that item. If the new variant is in stock, the exchange can be placed within 7 days of delivery, and if not, you can return the item instead."
ecs_0286,ecommerce_customer_support_assistant,e-commerce customer support,ShopSphere,train,exchange_request,"Hey support, I ordered a Bluetooth speaker in size S, but I need size UK 9. Can I exchange it? This is my first order on your platform. Kindly guide me.","Exchange requests are allowed within 7 days of delivery for eligible products and only when the requested variant is available. If the size or color is out of stock, please place a return request for a refund."
ecs_0287,ecommerce_customer_support_assistant,e-commerce customer support,ShopSphere,train,exchange_request,"Hi, I want to exchange my blue power bank for black. Kindly guide me.",You can request an exchange from My Orders within 7 days of delivery if exchange is available for that product. Exchanges are completed only when the requested size or color is in stock; otherwise you can return the item for a refund.
ecs_0288,ecommerce_customer_support_assistant,e-commerce customer support,ShopSphere,train,exchange_request,"Good morning, I want to exchange my blue air fryer for black. This is my first order on your platform. Please help.",You can request an exchange from My Orders within 7 days of delivery if exchange is available for that product. Exchanges are completed only when the requested size or color is in stock; otherwise you can return the item for a refund.
ecs_0289,ecommerce_customer_support_assistant,e-commerce customer support,ShopSphere,train,exchange_request,"Good evening, I ordered a USB-C charger in size 128GB, but I need size L. Can I exchange it? Can you check this for me?","Please open the delivered order and check whether Exchange is available for that item. If the new variant is in stock, the exchange can be placed within 7 days of delivery, and if not, you can return the item instead."
ecs_0290,ecommerce_customer_support_assistant,e-commerce customer support,ShopSphere,train,exchange_request,"Good morning, My wireless earbuds was delivered, but I need a different size or color. How do I exchange it? I am a first-time customer. I need support with this.","Please open the delivered order and check whether Exchange is available for that item. If the new variant is in stock, the exchange can be placed within 7 days of delivery, and if not, you can return the item instead."
ecs_0291,ecommerce_customer_support_assistant,e-commerce customer support,ShopSphere,train,exchange_request,"My yoga mat was delivered, but I need a different size or color. How do I exchange it? Please advise.",You can request an exchange from My Orders within 7 days of delivery if exchange is available for that product. Exchanges are completed only when the requested size or color is in stock; otherwise you can return the item for a refund.
ecs_0292,ecommerce_customer_support_assistant,e-commerce customer support,ShopSphere,train,exchange_request,"Hey support, My phone case was delivered, but I need a different size or color. How do I exchange it? This is my first order on your platform. What should I do?","Exchange requests are allowed within 7 days of delivery for eligible products and only when the requested variant is available. If the size or color is out of stock, please place a return request for a refund."
ecs_0293,ecommerce_customer_support_assistant,e-commerce customer support,ShopSphere,train,exchange_request,"Good evening, Can you help me exchange order SS631958 for another variant of the same item? I use your website often. Please advise.","Exchange requests are allowed within 7 days of delivery for eligible products and only when the requested variant is available. If the size or color is out of stock, please place a return request for a refund."
ecs_0294,ecommerce_customer_support_assistant,e-commerce customer support,ShopSphere,train,exchange_request,"Hello, Can you help me exchange order SS368900 for another variant of the same item? This is my first order on your platform. I need support with this.",You can request an exchange from My Orders within 7 days of delivery if exchange is available for that product. Exchanges are completed only when the requested size or color is in stock; otherwise you can return the item for a refund.
ecs_0295,ecommerce_customer_support_assistant,e-commerce customer support,ShopSphere,train,exchange_request,"I ordered a desk lamp in size L, but I need size 256GB. Can I exchange it? This is my first order on your platform. I need support with this.","Please open the delivered order and check whether Exchange is available for that item. If the new variant is in stock, the exchange can be placed within 7 days of delivery, and if not, you can return the item instead."
ecs_0296,ecommerce_customer_support_assistant,e-commerce customer support,ShopSphere,train,exchange_request,"Hello, I ordered a laptop backpack in size 128GB, but I need size 256GB. Can I exchange it? I order from your app regularly. I need support with this.","Exchange requests are allowed within 7 days of delivery for eligible products and only when the requested variant is available. If the size or color is out of stock, please place a return request for a refund."
ecs_0297,ecommerce_customer_support_assistant,e-commerce customer support,ShopSphere,train,exchange_request,"Hello, Can you help me exchange order SS498138 for another variant of the same item? I am a first-time customer. Please advise.","Please open the delivered order and check whether Exchange is available for that item. If the new variant is in stock, the exchange can be placed within 7 days of delivery, and if not, you can return the item instead."
ecs_0298,ecommerce_customer_support_assistant,e-commerce customer support,ShopSphere,train,exchange_request,"Hi, I want to exchange my pink yoga mat for navy. This is my first order on your platform. Please help.","Exchange requests are allowed within 7 days of delivery for eligible products and only when the requested variant is available. If the size or color is out of stock, please place a return request for a refund."
ecs_0299,ecommerce_customer_support_assistant,e-commerce customer support,ShopSphere,train,exchange_request,"Good morning, I want to exchange my white skin care kit for gray. I use your website often. I need support with this.",You can request an exchange from My Orders within 7 days of delivery if exchange is available for that product. Exchanges are completed only when the requested size or color is in stock; otherwise you can return the item for a refund.
ecs_0300,ecommerce_customer_support_assistant,e-commerce customer support,ShopSphere,train,exchange_request,"Good evening, Can you help me exchange order SS983791 for another variant of the same item? I am a first-time customer. Please help.","Please open the delivered order and check whether Exchange is available for that item. If the new variant is in stock, the exchange can be placed within 7 days of delivery, and if not, you can return the item instead."
ecs_0301,ecommerce_customer_support_assistant,e-commerce customer support,ShopSphere,train,exchange_request,"Hey support, Can you help me exchange order SS201377 for another variant of the same item? This is my first order on your platform. I need support with this.","Please open the delivered order and check whether Exchange is available for that item. If the new variant is in stock, the exchange can be placed within 7 days of delivery, and if not, you can return the item instead."
ecs_0302,ecommerce_customer_support_assistant,e-commerce customer support,ShopSphere,train,exchange_request,"Good evening, I want to exchange my blue laptop backpack for black. Can you check this for me?","Please open the delivered order and check whether Exchange is available for that item. If the new variant is in stock, the exchange can be placed within 7 days of delivery, and if not, you can return the item instead."
ecs_0303,ecommerce_customer_support_assistant,e-commerce customer support,ShopSphere,train,exchange_request,"Hi, I ordered a air fryer in size M, but I need size L. Can I exchange it? This is my first order on your platform. What should I do?",You can request an exchange from My Orders within 7 days of delivery if exchange is available for that product. Exchanges are completed only when the requested size or color is in stock; otherwise you can return the item for a refund.
ecs_0304,ecommerce_customer_support_assistant,e-commerce customer support,ShopSphere,train,exchange_request,"Hi, I want to exchange my gray USB-C charger for navy. I use your website often. I need support with this.","Exchange requests are allowed within 7 days of delivery for eligible products and only when the requested variant is available. If the size or color is out of stock, please place a return request for a refund."
ecs_0305,ecommerce_customer_support_assistant,e-commerce customer support,ShopSphere,train,exchange_request,I want to exchange my white mechanical keyboard for green. I order from your app regularly. Kindly guide me.,"Exchange requests are allowed within 7 days of delivery for eligible products and only when the requested variant is available. If the size or color is out of stock, please place a return request for a refund."
ecs_0306,ecommerce_customer_support_assistant,e-commerce customer support,ShopSphere,train,exchange_request,"Good evening, I want to exchange my pink air fryer for blue. I order from your app regularly. Please advise.","Please open the delivered order and check whether Exchange is available for that item. If the new variant is in stock, the exchange can be placed within 7 days of delivery, and if not, you can return the item instead."
ecs_0307,ecommerce_customer_support_assistant,e-commerce customer support,ShopSphere,train,exchange_request,"Hello, My Bluetooth speaker was delivered, but I need a different size or color. How do I exchange it? This is my first order on your platform. Please advise.","Exchange requests are allowed within 7 days of delivery for eligible products and only when the requested variant is available. If the size or color is out of stock, please place a return request for a refund."
ecs_0308,ecommerce_customer_support_assistant,e-commerce customer support,ShopSphere,train,exchange_request,"Good morning, Can you help me exchange order SS946567 for another variant of the same item? I am a first-time customer. Please help.","Please open the delivered order and check whether Exchange is available for that item. If the new variant is in stock, the exchange can be placed within 7 days of delivery, and if not, you can return the item instead."
ecs_0309,ecommerce_customer_support_assistant,e-commerce customer support,ShopSphere,train,exchange_request,Can you help me exchange order SS446337 for another variant of the same item? I am a first-time customer. What should I do?,You can request an exchange from My Orders within 7 days of delivery if exchange is available for that product. Exchanges are completed only when the requested size or color is in stock; otherwise you can return the item for a refund.
ecs_0310,ecommerce_customer_support_assistant,e-commerce customer support,ShopSphere,train,exchange_request,"Hello, I want to exchange my navy Bluetooth speaker for navy. Please help.","Exchange requests are allowed within 7 days of delivery for eligible products and only when the requested variant is available. If the size or color is out of stock, please place a return request for a refund."
ecs_0311,ecommerce_customer_support_assistant,e-commerce customer support,ShopSphere,train,exchange_request,"Hello, I ordered a USB-C charger in size M, but I need size UK 9. Can I exchange it? This is my first order on your platform. I need support with this.","Exchange requests are allowed within 7 days of delivery for eligible products and only when the requested variant is available. If the size or color is out of stock, please place a return request for a refund."
ecs_0312,ecommerce_customer_support_assistant,e-commerce customer support,ShopSphere,train,exchange_request,"Hello, Can you help me exchange order SS512344 for another variant of the same item? This is my first order on your platform. I need support with this.",You can request an exchange from My Orders within 7 days of delivery if exchange is available for that product. Exchanges are completed only when the requested size or color is in stock; otherwise you can return the item for a refund.
ecs_0321,ecommerce_customer_support_assistant,e-commerce customer support,ShopSphere,train,invoice_request,"Good morning, I need a GST invoice or order invoice for reimbursement. Can you check this for me?","Please check the order details page in My Orders for the invoice download option. If the invoice is not visible within 24 hours after shipment or delivery, contact support so it can be reviewed."
ecs_0322,ecommerce_customer_support_assistant,e-commerce customer support,ShopSphere,train,invoice_request,I need a GST invoice or order invoice for reimbursement. I order from your app regularly. Kindly guide me.,"You can download the invoice from My Orders once the item is shipped or delivered. Open the order details page and look for the Invoice option, and if it is still missing after 24 hours, contact support with the order ID."
ecs_0323,ecommerce_customer_support_assistant,e-commerce customer support,ShopSphere,train,invoice_request,"Hello, I need the invoice for my phone case order. This is my first order on your platform. Can you check this for me?","Invoices are usually available from the order details page after shipment or delivery. If you still do not see the invoice after 24 hours, share the order ID with support for help."
ecs_0324,ecommerce_customer_support_assistant,e-commerce customer support,ShopSphere,train,invoice_request,"Good morning, I need a GST invoice or order invoice for reimbursement. I need support with this.","You can download the invoice from My Orders once the item is shipped or delivered. Open the order details page and look for the Invoice option, and if it is still missing after 24 hours, contact support with the order ID."
ecs_0325,ecommerce_customer_support_assistant,e-commerce customer support,ShopSphere,train,invoice_request,"Good morning, I need the invoice for my power bank order. I order from your app regularly. Can you check this for me?","You can download the invoice from My Orders once the item is shipped or delivered. Open the order details page and look for the Invoice option, and if it is still missing after 24 hours, contact support with the order ID."
ecs_0326,ecommerce_customer_support_assistant,e-commerce customer support,ShopSphere,train,invoice_request,I need the invoice for my mechanical keyboard order. Please help.,"Invoices are usually available from the order details page after shipment or delivery. If you still do not see the invoice after 24 hours, share the order ID with support for help."
